Key,Source,Context,Changes,English
perkGeneralScavengersTouchRank4LongDesc,,, ,Search containers 30% faster. Gain +8% Loot Stage for containers you open.
perkGeneralScavengersTouchRank5Desc,,, ,Rank 5: Instant-like searching; maximum lootstage bonus.
perkGeneralScavengersTouchRank5LongDesc,,, ,Search containers 40% faster. Gain +10% Loot Stage for containers you open.

perkGeneralSurvivorsLuckName,,, ,Survivor's Luck
perkGeneralSurvivorsLuckDesc,,, ,Extra toughness and reserves for when things go wrong.
perkGeneralSurvivorsLuckRank1Desc,,, ,Rank 1: +5 max health; +5 max stamina; small damage resistance.
perkGeneralSurvivorsLuckRank1LongDesc,,, ,Gain +5 max health and +5 max stamina. Gain +2% general damage resistance.
perkGeneralSurvivorsLuckRank2Desc,,, ,Rank 2: +10 max health; +10 max stamina; more damage resistance.
perkGeneralSurvivorsLuckRank2LongDesc,,, ,Gain +10 max health and +10 max stamina. Gain +4% general damage resistance.
perkGeneralSurvivorsLuckRank3Desc,,, ,Rank 3: +15 max health; +15 max stamina; solid damage resistance.
perkGeneralSurvivorsLuckRank3LongDesc,,, ,Gain +15 max health and +15 max stamina. Gain +6% general damage resistance.
perkGeneralSurvivorsLuckRank4Desc,,, ,Rank 4: +20 max health; +20 max stamina; strong damage resistance.
perkGeneralSurvivorsLuckRank4LongDesc,,, ,Gain +20 max health and +20 max stamina. Gain +8% general damage resistance.
perkGeneralSurvivorsLuckRank5Desc,,, ,Rank 5: +25 max health; +25 max stamina; maximum damage resistance.
perkGeneralSurvivorsLuckRank5LongDesc,,, ,Gain +25 max health and +25 max stamina. Gain +10% general damage resistance.

perkGeneralIronWillName,,, ,Iron Will
perkGeneralIronWillDesc,,, ,Resist stuns and stay in control under pressure.
perkGeneralIronWillRank1Desc,,, ,Rank 1: Small damage resistance; increased stun resistance.
perkGeneralIronWillRank1LongDesc,,, ,Gain +1% general damage resistance. Gain 20% resistance to Stun and Shock effects.
perkGeneralIronWillRank2Desc,,, ,Rank 2: More damage resistance; increased stun resistance.
perkGeneralIronWillRank2LongDesc,,, ,Gain +3% general damage resistance. Gain 40% resistance to Stun and Shock effects.
perkGeneralIronWillRank3Desc,,, ,Rank 3: Solid damage resistance; strong stun resistance.
perkGeneralIronWillRank3LongDesc,,, ,Gain +5% general damage resistance. Gain 60% resistance to Stun and Shock effects.
perkGeneralIronWillRank4Desc,,, ,Rank 4: Strong damage resistance; very strong stun resistance.
perkGeneralIronWillRank4LongDesc,,, ,Gain +7% general damage resistance. Gain 80% resistance to Stun and Shock effects.
perkGeneralIronWillRank5Desc,,, ,Rank 5: Maximum damage resistance; maximum stun resistance.
perkGeneralIronWillRank5LongDesc,,, ,Gain +10% general damage resistance. Gain 100% resistance to Stun and Shock effects.

perkGeneralCombatFundamentalsName,,, ,Combat Fundamentals
perkGeneralCombatFundamentalsDesc,,, ,Universal stamina efficiency for all fights.
perkGeneralCombatFundamentalsRank1Desc,,, ,Rank 1: Attacks cost less stamina.
perkGeneralCombatFundamentalsRank1LongDesc,,, ,Primary and secondary attacks cost 3% less stamina.
perkGeneralCombatFundamentalsRank2Desc,,, ,Rank 2: Attacks cost much less stamina.
perkGeneralCombatFundamentalsRank2LongDesc,,, ,Primary and secondary attacks cost 6% less stamina.
perkGeneralCombatFundamentalsRank3Desc,,, ,Rank 3: Attacks cost significantly less stamina.
perkGeneralCombatFundamentalsRank3LongDesc,,, ,Primary and secondary attacks cost 9% less stamina.
perkGeneralCombatFundamentalsRank4Desc,,, ,Rank 4: Attacks cost dramatically less stamina.
perkGeneralCombatFundamentalsRank4LongDesc,,, ,Primary and secondary attacks cost 12% less stamina.
perkGeneralCombatFundamentalsRank5Desc,,, ,Rank 5: Attacks cost the least stamina possible.
perkGeneralCombatFundamentalsRank5LongDesc,,, ,Primary and secondary attacks cost 15% less stamina.

perkGeneralNightRunnerName,,, ,Night Runner
perkGeneralNightRunnerDesc,,, ,Move and recover stamina faster at night.
perkGeneralNightRunnerRank1Desc,,, ,Rank 1: Improved running stamina recovery at night.
perkGeneralNightRunnerRank1LongDesc,,, ,At night: gain +5% stamina recovery while running,and move 10% faster while crouched.
perkGeneralNightRunnerRank2Desc,,, ,Rank 2: Better running stamina recovery at night.
perkGeneralNightRunnerRank2LongDesc,,, ,At night: gain +10% stamina recovery while running,and move 20% faster while crouched.
perkGeneralNightRunnerRank3Desc,,, ,Rank 3: Strong running stamina recovery at night.
perkGeneralNightRunnerRank3LongDesc,,, ,At night: gain +15% stamina recovery while running,and move 30% faster while crouched.
perkGeneralNightRunnerRank4Desc,,, ,Rank 4: Very strong running stamina recovery at night.
perkGeneralNightRunnerRank4LongDesc,,, ,At night: gain +20% stamina recovery while running,and move 40% faster while crouched.
perkGeneralNightRunnerRank5Desc,,, ,Rank 5: Maximum running stamina recovery at night.
perkGeneralNightRunnerRank5LongDesc,,, ,At night: gain +25% stamina recovery while running,and move 50% faster while crouched.

perkGeneralBuildersDisciplineName,,, ,Builder's Discipline
perkGeneralBuildersDisciplineDesc,,, ,Build and repair with less wear and more impact.
perkGeneralBuildersDisciplineRank1Desc,,, ,Rank 1: Repair tools degrade less; deal more block damage.
perkGeneralBuildersDisciplineRank1LongDesc,,, ,Repair tools degrade 10% less. Repair tools deal +5% block damage. Workbench and cement mixer crafting is 5% faster.
perkGeneralBuildersDisciplineRank2Desc,,, ,Rank 2: Repair tools degrade much less; deal more block damage.
perkGeneralBuildersDisciplineRank2LongDesc,,, ,Repair tools degrade 20% less. Repair tools deal +10% block damage. Workbench and cement mixer crafting is 10% faster.
perkGeneralBuildersDisciplineRank3Desc,,, ,Rank 3: Repair tools degrade significantly less; strong block damage bonus.
perkGeneralBuildersDisciplineRank3LongDesc,,, ,Repair tools degrade 30% less. Repair tools deal +15% block damage. Workbench and cement mixer crafting is 15% faster.
perkGeneralBuildersDisciplineRank4Desc,,, ,Rank 4: Repair tools degrade dramatically less; very strong block damage bonus.
perkGeneralBuildersDisciplineRank4LongDesc,,, ,Repair tools degrade 40% less. Repair tools deal +20% block damage. Workbench and cement mixer crafting is 20% faster.
perkGeneralBuildersDisciplineRank5Desc,,, ,Rank 5: Repair tools degrade the least; maximum block damage bonus.
perkGeneralBuildersDisciplineRank5LongDesc,,, ,Repair tools degrade 50% less. Repair tools deal +25% block damage. Workbench and cement mixer crafting is 25% faster.

perkGeneralToughSkinName,,, ,Tough Skin
perkGeneralToughSkinDesc,,, ,General damage resistance and bleed protection.
perkGeneralToughSkinRank1Desc,,, ,Rank 1: Small damage resistance; increased bleed resistance.
perkGeneralToughSkinRank1LongDesc,,, ,Gain +2% general damage resistance. Gain 20% resistance to bleeding effects.
perkGeneralToughSkinRank2Desc,,, ,Rank 2: More damage resistance; increased bleed resistance.
perkGeneralToughSkinRank2LongDesc,,, ,Gain +5% general damage resistance. Gain 40% resistance to bleeding effects.
perkGeneralToughSkinRank3Desc,,, ,Rank 3: Solid damage resistance; strong bleed resistance.
perkGeneralToughSkinRank3LongDesc,,, ,Gain +8% general damage resistance. Gain 60% resistance to bleeding effects.
perkGeneralToughSkinRank4Desc,,, ,Rank 4: Strong damage resistance; very strong bleed resistance.
perkGeneralToughSkinRank4LongDesc,,, ,Gain +11% general damage resistance. Gain 80% resistance to bleeding effects.
perkGeneralToughSkinRank5Desc,,, ,Rank 5: Maximum damage resistance; maximum bleed resistance.
perkGeneralToughSkinRank5LongDesc,,, ,Gain +15% general damage resistance. Gain 100% resistance to bleeding effects.

perkGeneralResourcefulName,,, ,Resourceful
perkGeneralResourcefulDesc,,, ,Craft faster and use less fuel while traveling.
perkGeneralResourcefulRank1Desc,,, ,Rank 1: Craft faster; slightly reduced vehicle fuel use.
perkGeneralResourcefulRank1LongDesc,,, ,Crafting at common stations is 5% faster. Vehicles consume 5% less fuel.
perkGeneralResourcefulRank2Desc,,, ,Rank 2: Craft much faster; reduced vehicle fuel use.
perkGeneralResourcefulRank2LongDesc,,, ,Crafting at common stations is 10% faster. Vehicles consume 10% less fuel.
perkGeneralResourcefulRank3Desc,,, ,Rank 3: Craft significantly faster; strong fuel savings.
perkGeneralResourcefulRank3LongDesc,,, ,Crafting at common stations is 15% faster. Vehicles consume 15% less fuel.
perkGeneralResourcefulRank4Desc,,, ,Rank 4: Craft dramatically faster; very strong fuel savings.
perkGeneralResourcefulRank4LongDesc,,, ,Crafting at common stations is 20% faster. Vehicles consume 20% less fuel.
perkGeneralResourcefulRank5Desc,,, ,Rank 5: Craft the fastest possible; maximum fuel savings.
perkGeneralResourcefulRank5LongDesc,,, ,Crafting at common stations is 25% faster. Vehicles consume 25% less fuel.

perkLevel1,,, ,Level I
perkLevel2,,, ,Level II
perkLevel3,,, ,Level III
perkLevel4,,, ,Level IV
perkLevel5,,, ,Level V
perkLevel6,,, ,Level VI
perkLevel7,,, ,Level VII
perkLevel8,,, ,Level VIII
perkLevel9,,, ,Level IX
perkLevel10,,, ,Level X

# ASYLUM ASCENSION LOCALIZATION
# Hell-themed demonic progression system for the Asylum Overhaul

attascension,,, ,[FF0000]🔥 Asylum Ascension[-]
attascensionName,,, ,[DC143C]💀 Infernal Ascension[-]
reqAscensionPoints01,,, ,progression,,, ,Attribute,,, ,Level 10
reqAscensionPoints02,,, ,progression,,, ,Attribute,,, ,Level 20
reqAscensionPoints03,,, ,progression,,, ,Attribute,,, ,Level 30
reqAscensionPoints04,,, ,progression,,, ,Attribute,,, ,Level 40
reqAscensionPoints05,,, ,progression,,, ,Attribute,,, ,Level 50
reqAscensionPoints06,,, ,progression,,, ,Attribute,,, ,Level 60
reqAscensionPoints07,,, ,progression,,, ,Attribute,,, ,Level 70
reqAscensionPoints08,,, ,progression,,, ,Attribute,,, ,Level 80
reqAscensionPoints09,,, ,progression,,, ,Attribute,,, ,Level 90
reqAscensionPoints10,,, ,progression,,, ,Attribute,,, ,Level 100
skillASCPerc,,, ,[FF4500]💀 Infernal Perception[-]
skillASCStr,,, ,[FF4500]💀 Infernal Strength[-]
skillASCFort,,, ,[FF4500]💀 Infernal Fortitude[-]
skillASCAgi,,, ,[FF4500]💀 Infernal Agility[-]
skillASCInt,,, ,[FF4500]💀 Infernal Intellect[-]
skillASCPercName,,, ,[FF4500]💀 Infernal Perception[-]
skillASCStrName,,, ,[FF4500]💀 Infernal Strength[-]
skillASCFortName,,, ,[FF4500]💀 Infernal Fortitude[-]
skillASCAgiName,,, ,[FF4500]💀 Infernal Agility[-]
skillASCIntName,,, ,[FF4500]💀 Infernal Intellect[-]
VreqPerceptionLevel01,,, ,[8B0000]Infernal Perception I[-]
VreqPerceptionLevel02,,, ,[8B0000]Infernal Perception II[-]
VreqPerceptionLevel03,,, ,[8B0000]Infernal Perception III[-]
VreqPerceptionLevel04,,, ,[8B0000]Infernal Perception IV[-]
VreqPerceptionLevel05,,, ,[8B0000]Infernal Perception V[-]
VreqPerceptionLevel06,,, ,[8B0000]Infernal Perception VI[-]
VreqPerceptionLevel07,,, ,[8B0000]Infernal Perception VII[-]
VreqPerceptionLevel08,,, ,[8B0000]Infernal Perception VIII[-]
VreqPerceptionLevel09,,, ,[8B0000]Infernal Perception IX[-]
VreqPerceptionLevel10,,, ,[FF0000]Infernal Perception X[-]
VreqStrengthLevel01,,, ,[8B0000]Infernal Strength I[-]
VreqStrengthLevel02,,, ,[8B0000]Infernal Strength II[-]
VreqStrengthLevel03,,, ,[8B0000]Infernal Strength III[-]
VreqStrengthLevel04,,, ,[8B0000]Infernal Strength IV[-]
VreqStrengthLevel05,,, ,[8B0000]Infernal Strength V[-]
VreqStrengthLevel06,,, ,[8B0000]Infernal Strength VI[-]
VreqStrengthLevel07,,, ,[8B0000]Infernal Strength VII[-]
VreqStrengthLevel08,,, ,[8B0000]Infernal Strength VIII[-]
VreqStrengthLevel09,,, ,[8B0000]Infernal Strength IX[-]
VreqStrengthLevel10,,, ,[FF0000]Infernal Strength X[-]
VreqFortitudeLevel01,,, ,[8B0000]Infernal Fortitude I[-]
VreqFortitudeLevel02,,, ,[8B0000]Infernal Fortitude II[-]
VreqFortitudeLevel03,,, ,[8B0000]Infernal Fortitude III[-]
VreqFortitudeLevel04,,, ,[8B0000]Infernal Fortitude IV[-]
VreqFortitudeLevel05,,, ,[8B0000]Infernal Fortitude V[-]
VreqFortitudeLevel06,,, ,[8B0000]Infernal Fortitude VI[-]
VreqFortitudeLevel07,,, ,[8B0000]Infernal Fortitude VII[-]
VreqFortitudeLevel08,,, ,[8B0000]Infernal Fortitude VIII[-]
VreqFortitudeLevel09,,, ,[8B0000]Infernal Fortitude IX[-]
VreqFortitudeLevel10,,, ,[FF0000]Infernal Fortitude X[-]
VreqAgilityLevel01,,, ,[8B0000]Infernal Agility I[-]
VreqAgilityLevel02,,, ,[8B0000]Infernal Agility II[-]
VreqAgilityLevel03,,, ,[8B0000]Infernal Agility III[-]
VreqAgilityLevel04,,, ,[8B0000]Infernal Agility IV[-]
VreqAgilityLevel05,,, ,[8B0000]Infernal Agility V[-]
VreqAgilityLevel06,,, ,[8B0000]Infernal Agility VI[-]
VreqAgilityLevel07,,, ,[8B0000]Infernal Agility VII[-]
VreqAgilityLevel08,,, ,[8B0000]Infernal Agility VIII[-]
VreqAgilityLevel09,,, ,[8B0000]Infernal Agility IX[-]
VreqAgilityLevel10,,, ,[FF0000]Infernal Agility X[-]
VreqIntellectLevel01,,, ,[8B0000]Infernal Intellect I[-]
VreqIntellectLevel02,,, ,[8B0000]Infernal Intellect II[-]
VreqIntellectLevel03,,, ,[8B0000]Infernal Intellect III[-]
VreqIntellectLevel04,,, ,[8B0000]Infernal Intellect IV[-]
VreqIntellectLevel05,,, ,[8B0000]Infernal Intellect V[-]
VreqIntellectLevel06,,, ,[8B0000]Infernal Intellect VI[-]
VreqIntellectLevel07,,, ,[8B0000]Infernal Intellect VII[-]
VreqIntellectLevel08,,, ,[8B0000]Infernal Intellect VIII[-]
VreqIntellectLevel09,,, ,[8B0000]Infernal Intellect IX[-]
VreqIntellectLevel10,,, ,[FF0000]Infernal Intellect X[-]
VreqLevelLevel50,,, ,Level 50
VreqLevelLevel55,,, ,Level 55
VreqLevelLevel60,,, ,Level 60
VreqLevelLevel65,,, ,Level 65
VreqLevelLevel70,,, ,Level 70
VreqLevelLevel25,,, ,Level 25
VreqLevelLevel75,,, ,Level 75
VreqLevelLevel10,,, ,Level 10
VreqLevelLevel20,,, ,Level 20
VreqLevelLevel30,,, ,Level 30
VreqLevelLevel40,,, ,Level 40
VreqLevelLevel150,,, ,Level 150
VreqLevelLevel200,,, ,Level 200
advancedAK47,,, ,"Advanced A K47"
advancedAK47Desc,,, ,"An advanced a k47 with cutting-edge improvements and 75% increased damage."
advancedAuger,,, ,"Advanced Auger"
advancedAugerDesc,,, ,"An advanced auger with cutting-edge improvements and 75% increased damage."
advancedAutoShotgun,,, ,"Advanced Auto Shotgun"
advancedAutoShotgunDesc,,, ,"An advanced auto shotgun with cutting-edge improvements and 75% increased damage."
advancedBaseballBat,,, ,"Advanced Baseball Bat"
advancedBaseballBatDesc,,, ,"An advanced baseball bat with cutting-edge improvements and 75% increased damage."
advancedBoneKnife,,, ,"Advanced Bone Knife"
advancedBoneKnifeDesc,,, ,"An advanced bone knife with cutting-edge improvements and 75% increased damage."
advancedChainsaw,,, ,"Advanced Chainsaw"
advancedChainsawDesc,,, ,"An advanced chainsaw with cutting-edge improvements and 75% increased damage."
advancedClawHammer,,, ,"Advanced Claw Hammer"
advancedClawHammerDesc,,, ,"An advanced claw hammer with cutting-edge improvements and 75% increased damage."
advancedCompoundBow,,, ,"Advanced Compound Bow"
advancedCompoundBowDesc,,, ,"An advanced compound bow with cutting-edge improvements and 75% increased damage."
advancedCompoundCrossbow,,, ,"Advanced Compound Crossbow"
advancedCompoundCrossbowDesc,,, ,"An advanced compound crossbow with cutting-edge improvements and 75% increased damage."
advancedDesertVulture,,, ,"Advanced Desert Vulture"
advancedDesertVultureDesc,,, ,"An advanced desert vulture with cutting-edge improvements and 75% increased damage."
advancedDoubleBarrel,,, ,"Advanced Double Barrel"
advancedDoubleBarrelDesc,,, ,"An advanced double barrel with cutting-edge improvements and 75% increased damage."
advancedHuntingKnife,,, ,"Advanced Hunting Knife"
advancedHuntingKnifeDesc,,, ,"An advanced hunting knife with cutting-edge improvements and 75% increased damage."
advancedHuntingRifle,,, ,"Advanced Hunting Rifle"
advancedHuntingRifleDesc,,, ,"An advanced hunting rifle with cutting-edge improvements and 75% increased damage."
advancedImpactDriver,,, ,"Advanced Impact Driver"
advancedImpactDriverDesc,,, ,"An advanced impact driver with cutting-edge improvements and 75% increased damage."
advancedIronCrossbow,,, ,"Advanced Iron Crossbow"
advancedIronCrossbowDesc,,, ,"An advanced iron crossbow with cutting-edge improvements and 75% increased damage."
advancedIronFireaxe,,, ,"Advanced Iron Fireaxe"
advancedIronFireaxeDesc,,, ,"An advanced iron fireaxe with cutting-edge improvements and 75% increased damage."
advancedIronKnuckles,,, ,"Advanced Iron Knuckles"
advancedIronKnucklesDesc,,, ,"An advanced iron knuckles with cutting-edge improvements and 75% increased damage."
advancedIronPickaxe,,, ,"Advanced Iron Pickaxe"
advancedIronPickaxeDesc,,, ,"An advanced iron pickaxe with cutting-edge improvements and 75% increased damage."
advancedIronShovel,,, ,"Advanced Iron Shovel"
advancedIronShovelDesc,,, ,"An advanced iron shovel with cutting-edge improvements and 75% increased damage."
advancedIronSledgehammer,,, ,"Advanced Iron Sledgehammer"
advancedIronSledgehammerDesc,,, ,"An advanced iron sledgehammer with cutting-edge improvements and 75% increased damage."
advancedIronSpear,,, ,"Advanced Iron Spear"
advancedIronSpearDesc,,, ,"An advanced iron spear with cutting-edge improvements and 75% increased damage."
advancedLeatherKnuckles,,, ,"Advanced Leather Knuckles"
advancedLeatherKnucklesDesc,,, ,"An advanced leather knuckles with cutting-edge improvements and 75% increased damage."
advancedLeverActionRifle,,, ,"Advanced Lever Action Rifle"
advancedLeverActionRifleDesc,,, ,"An advanced lever action rifle with cutting-edge improvements and 75% increased damage."
advancedM60,,, ,"Advanced M60"
advancedM60Desc,,, ,"An advanced m60 with cutting-edge improvements and 75% increased damage."
advancedMachete,,, ,"Advanced Machete"
advancedMacheteDesc,,, ,"An advanced machete with cutting-edge improvements and 75% increased damage."
advancedMagnum44,,, ,"Advanced Magnum44"
advancedMagnum44Desc,,, ,"An advanced magnum44 with cutting-edge improvements and 75% increased damage."
advancedNailgun,,, ,"Advanced Nailgun"
advancedNailgunDesc,,, ,"An advanced nailgun with cutting-edge improvements and 75% increased damage."
advancedPipeMachineGun,,, ,"Advanced Pipe Machine Gun"
advancedPipeMachineGunDesc,,, ,"An advanced pipe machine gun with cutting-edge improvements and 75% increased damage."
advancedPipePistol,,, ,"Advanced Pipe Pistol"
advancedPipePistolDesc,,, ,"An advanced pipe pistol with cutting-edge improvements and 75% increased damage."
advancedPipeRifle,,, ,"Advanced Pipe Rifle"
advancedPipeRifleDesc,,, ,"An advanced pipe rifle with cutting-edge improvements and 75% increased damage."
advancedPipeShotgun,,, ,"Advanced Pipe Shotgun"
advancedPipeShotgunDesc,,, ,"An advanced pipe shotgun with cutting-edge improvements and 75% increased damage."
advancedPistol,,, ,"Advanced Pistol"
advancedPistolDesc,,, ,"An advanced pistol with cutting-edge improvements and 75% increased damage."
advancedPrimitiveBow,,, ,"Advanced Primitive Bow"
advancedPrimitiveBowDesc,,, ,"An advanced primitive bow with cutting-edge improvements and 75% increased damage."
advancedPumpShotgun,,, ,"Advanced Pump Shotgun"
advancedPumpShotgunDesc,,, ,"An advanced pump shotgun with cutting-edge improvements and 75% increased damage."
advancedRatchet,,, ,"Advanced Ratchet"
advancedRatchetDesc,,, ,"An advanced ratchet with cutting-edge improvements and 75% increased damage."
advancedSMG5,,, ,"Advanced S M G5"
advancedSMG5Desc,,, ,"An advanced s m g5 with cutting-edge improvements and 75% increased damage."
advancedSniperRifle,,, ,"Advanced Sniper Rifle"
advancedSniperRifleDesc,,, ,"An advanced sniper rifle with cutting-edge improvements and 75% increased damage."
advancedSteelAxe,,, ,"Advanced Steel Axe"
advancedSteelAxeDesc,,, ,"An advanced steel axe with cutting-edge improvements and 75% increased damage."
advancedSteelClub,,, ,"Advanced Steel Club"
advancedSteelClubDesc,,, ,"An advanced steel club with cutting-edge improvements and 75% increased damage."
advancedSteelKnuckles,,, ,"Advanced Steel Knuckles"
advancedSteelKnucklesDesc,,, ,"An advanced steel knuckles with cutting-edge improvements and 75% increased damage."
advancedSteelPickaxe,,, ,"Advanced Steel Pickaxe"
advancedSteelPickaxeDesc,,, ,"An advanced steel pickaxe with cutting-edge improvements and 75% increased damage."
advancedSteelShovel,,, ,"Advanced Steel Shovel"
advancedSteelShovelDesc,,, ,"An advanced steel shovel with cutting-edge improvements and 75% increased damage."
advancedSteelSledgehammer,,, ,"Advanced Steel Sledgehammer"
advancedSteelSledgehammerDesc,,, ,"An advanced steel sledgehammer with cutting-edge improvements and 75% increased damage."
advancedSteelSpear,,, ,"Advanced Steel Spear"
advancedSteelSpearDesc,,, ,"An advanced steel spear with cutting-edge improvements and 75% increased damage."
advancedStoneShovel,,, ,"Advanced Stone Shovel"
advancedStoneShovelDesc,,, ,"An advanced stone shovel with cutting-edge improvements and 75% increased damage."
advancedStoneSledgehammer,,, ,"Advanced Stone Sledgehammer"
advancedStoneSledgehammerDesc,,, ,"An advanced stone sledgehammer with cutting-edge improvements and 75% increased damage."
advancedStoneSpear,,, ,"Advanced Stone Spear"
advancedStoneSpearDesc,,, ,"An advanced stone spear with cutting-edge improvements and 75% increased damage."
advancedTacticalAR,,, ,"Advanced Tactical AR"
advancedTacticalARDesc,,, ,"An advanced tactical ar with cutting-edge improvements and 75% increased damage."
advancedWoodenBow,,, ,"Advanced Wooden Bow"
advancedWoodenBowDesc,,, ,"An advanced wooden bow with cutting-edge improvements and 75% increased damage."
advancedWoodenClub,,, ,"Advanced Wooden Club"
advancedWoodenClubDesc,,, ,"An advanced wooden club with cutting-edge improvements and 75% increased damage."
advancedWrench,,, ,"Advanced Wrench"
advancedWrenchDesc,,, ,"An advanced wrench with cutting-edge improvements and 75% increased damage."
superiorAK47,,, ,"Superior A K47"
superiorAK47Desc,,, ,"A superior quality a k47 with enhanced durability and 35% increased damage."
superiorAuger,,, ,"Superior Auger"
superiorAugerDesc,,, ,"A superior quality auger with enhanced durability and 35% increased damage."
superiorAutoShotgun,,, ,"Superior Auto Shotgun"
superiorAutoShotgunDesc,,, ,"A superior quality auto shotgun with enhanced durability and 35% increased damage."
superiorBaseballBat,,, ,"Superior Baseball Bat"
superiorBaseballBatDesc,,, ,"A superior quality baseball bat with enhanced durability and 35% increased damage."
superiorBoneKnife,,, ,"Superior Bone Knife"
superiorBoneKnifeDesc,,, ,"A superior quality bone knife with enhanced durability and 35% increased damage."
superiorChainsaw,,, ,"Superior Chainsaw"
superiorChainsawDesc,,, ,"A superior quality chainsaw with enhanced durability and 35% increased damage."
superiorClawHammer,,, ,"Superior Claw Hammer"
superiorClawHammerDesc,,, ,"A superior quality claw hammer with enhanced durability and 35% increased damage."
superiorCompoundBow,,, ,"Superior Compound Bow"
superiorCompoundBowDesc,,, ,"A superior quality compound bow with enhanced durability and 35% increased damage."
superiorCompoundCrossbow,,, ,"Superior Compound Crossbow"
superiorCompoundCrossbowDesc,,, ,"A superior quality compound crossbow with enhanced durability and 35% increased damage."
superiorDesertVulture,,, ,"Superior Desert Vulture"
superiorDesertVultureDesc,,, ,"A superior quality desert vulture with enhanced durability and 35% increased damage."
superiorDoubleBarrel,,, ,"Superior Double Barrel"
superiorDoubleBarrelDesc,,, ,"A superior quality double barrel with enhanced durability and 35% increased damage."
superiorHuntingKnife,,, ,"Superior Hunting Knife"
superiorHuntingKnifeDesc,,, ,"A superior quality hunting knife with enhanced durability and 35% increased damage."
superiorHuntingRifle,,, ,"Superior Hunting Rifle"
superiorHuntingRifleDesc,,, ,"A superior quality hunting rifle with enhanced durability and 35% increased damage."
superiorImpactDriver,,, ,"Superior Impact Driver"
superiorImpactDriverDesc,,, ,"A superior quality impact driver with enhanced durability and 35% increased damage."
superiorIronCrossbow,,, ,"Superior Iron Crossbow"
superiorIronCrossbowDesc,,, ,"A superior quality iron crossbow with enhanced durability and 35% increased damage."
superiorIronFireaxe,,, ,"Superior Iron Fireaxe"
superiorIronFireaxeDesc,,, ,"A superior quality iron fireaxe with enhanced durability and 35% increased damage."
superiorIronKnuckles,,, ,"Superior Iron Knuckles"
superiorIronKnucklesDesc,,, ,"A superior quality iron knuckles with enhanced durability and 35% increased damage."
superiorIronPickaxe,,, ,"Superior Iron Pickaxe"
superiorIronPickaxeDesc,,, ,"A superior quality iron pickaxe with enhanced durability and 35% increased damage."
superiorIronShovel,,, ,"Superior Iron Shovel"
superiorIronShovelDesc,,, ,"A superior quality iron shovel with enhanced durability and 35% increased damage."
superiorIronSledgehammer,,, ,"Superior Iron Sledgehammer"
superiorIronSledgehammerDesc,,, ,"A superior quality iron sledgehammer with enhanced durability and 35% increased damage."
superiorIronSpear,,, ,"Superior Iron Spear"
superiorIronSpearDesc,,, ,"A superior quality iron spear with enhanced durability and 35% increased damage."
superiorLeatherKnuckles,,, ,"Superior Leather Knuckles"
superiorLeatherKnucklesDesc,,, ,"A superior quality leather knuckles with enhanced durability and 35% increased damage."
superiorLeverActionRifle,,, ,"Superior Lever Action Rifle"
superiorLeverActionRifleDesc,,, ,"A superior quality lever action rifle with enhanced durability and 35% increased damage."
superiorM60,,, ,"Superior M60"
superiorM60Desc,,, ,"A superior quality m60 with enhanced durability and 35% increased damage."
superiorMachete,,, ,"Superior Machete"
superiorMacheteDesc,,, ,"A superior quality machete with enhanced durability and 35% increased damage."
superiorMagnum44,,, ,"Superior Magnum44"
superiorMagnum44Desc,,, ,"A superior quality magnum44 with enhanced durability and 35% increased damage."
superiorNailgun,,, ,"Superior Nailgun"
superiorNailgunDesc,,, ,"A superior quality nailgun with enhanced durability and 35% increased damage."
superiorPipeMachineGun,,, ,"Superior Pipe Machine Gun"
superiorPipeMachineGunDesc,,, ,"A superior quality pipe machine gun with enhanced durability and 35% increased damage."
superiorPipePistol,,, ,"Superior Pipe Pistol"
superiorPipePistolDesc,,, ,"A superior quality pipe pistol with enhanced durability and 35% increased damage."
superiorPipeRifle,,, ,"Superior Pipe Rifle"
superiorPipeRifleDesc,,, ,"A superior quality pipe rifle with enhanced durability and 35% increased damage."
superiorPipeShotgun,,, ,"Superior Pipe Shotgun"
superiorPipeShotgunDesc,,, ,"A superior quality pipe shotgun with enhanced durability and 35% increased damage."
superiorPistol,,, ,"Superior Pistol"
superiorPistolDesc,,, ,"A superior quality pistol with enhanced durability and 35% increased damage."
superiorPrimitiveBow,,, ,"Superior Primitive Bow"
superiorPrimitiveBowDesc,,, ,"A superior quality primitive bow with enhanced durability and 35% increased damage."
superiorPumpShotgun,,, ,"Superior Pump Shotgun"
superiorPumpShotgunDesc,,, ,"A superior quality pump shotgun with enhanced durability and 35% increased damage."
superiorRatchet,,, ,"Superior Ratchet"
superiorRatchetDesc,,, ,"A superior quality ratchet with enhanced durability and 35% increased damage."
superiorSMG5,,, ,"Superior S M G5"
superiorSMG5Desc,,, ,"A superior quality s m g5 with enhanced durability and 35% increased damage."
superiorSniperRifle,,, ,"Superior Sniper Rifle"
superiorSniperRifleDesc,,, ,"A superior quality sniper rifle with enhanced durability and 35% increased damage."
superiorSteelAxe,,, ,"Superior Steel Axe"
superiorSteelAxeDesc,,, ,"A superior quality steel axe with enhanced durability and 35% increased damage."
superiorSteelClub,,, ,"Superior Steel Club"
superiorSteelClubDesc,,, ,"A superior quality steel club with enhanced durability and 35% increased damage."
superiorSteelKnuckles,,, ,"Superior Steel Knuckles"
