Key,File,Type,english
resourceQuartzOreDesc,,,"[E6E6FA]Crystalline formations[FFFFFF] that pierce through the [8B0000]asylum's depths[FFFFFF] like [F5F5DC]frozen screams[FFFFFF]. These [F0F8FF]ethereal shards[FFFFFF] once reflected the [8B4513]tormented souls[FFFFFF] wandering the facility's halls. The [DCDCDC]prismatic surfaces[FFFFFF] seem to [8B0000]whisper ancient secrets[FFFFFF], their [E6E6FA]pure structure[FFFFFF] hiding [FFD700]golden veins[FFFFFF] of [A0522D]forgotten treasures[FFFFFF]."
resourceRawAmethyst,,,[9932CC]Raw Amethyst[FFFFFF] - [8B0000]Asylum's Madness[FFFFFF]
resourceRawEmerald,,,[00FF7F]Raw Emerald[FFFFFF] - [8B0000]Asylum's Envy[FFFFFF]
resourceRawRuby,,,[FF0000]Raw Ruby[FFFFFF] - [8B0000]Asylum's Rage[FFFFFF]
resourceRawSapphire,,,[4169E1]Raw Sapphire[FFFFFF] - [8B0000]Asylum's Sorrow[FFFFFF]
resourceSVETGBee,,,[FFD700]Asylum Worker Bee[-]
resourceSVETGBeeDesc,,,[FFD700]Busy worker bee[-] from the [8B0000]Asylum's hives[-]. The [FFAA00]industrious insect[-] creates [AA0000]golden honey[-] through [00FF00]tireless work[-].\n\n[AAAAAA]Found: Beekeeping[-]
resourceSVETGBoar,,,[8B4513]Asylum Boar[-]
resourceSVETGBoarDesc,,,[8B4513]Wild boar[-] from the [8B0000]Asylum's woods[-]. The [FFAA00]aggressive beast[-] provides [AA0000]dangerous hunting[-] but [00FF00]excellent meat[-].\n\n[AAAAAA]Found: Animal Harvesting[-]
resourceSVETGChicken,,,[FFCCCC]Asylum Chicken[-]
resourceSVETGChickenDesc,,,[FFCCCC]Live chicken[-] from the [8B0000]Asylum's farm[-]. The [FFAA00]feathered friend[-] provides [AA0000]fresh eggs[-] and [00FF00]eventual sustenance[-].\n\n[AAAAAA]Found: Animal Harvesting[-]
resourceSVETGDeer,,,[DEB887]Asylum Deer[-]
resourceSVETGDeerDesc,,,[DEB887]Graceful deer[-] from the [8B0000]Asylum's forest[-]. The [FFAA00]gentle creature[-] provides [AA0000]lean meat[-] and [00FF00]peaceful hunting[-].\n\n[AAAAAA]Found: Animal Harvesting[-]
resourceSVETGQueenBee,,,[FFD700]Asylum Queen Bee[-]
resourceSVETGQueenBeeDesc,,,[FFD700]Royal queen bee[-] from the [8B0000]Asylum's apiary[-]. The [FFAA00]regal insect[-] rules her [AA0000]buzzing kingdom[-] with [00FF00]sweet authority[-].\n\n[AAAAAA]Found: Beekeeping[-]
resourceScrapAluminium,,,Scrap Aluminium
resourceScrapBrass,,,Scrap Brass
resourceScrapChromium,,,Uranium Scrap
resourceScrapChromiumDesc,,,"[B8860B]Radioactive fragments[FFFFFF] of [8B0000]uranium ore[FFFFFF] scattered from the wasteland's [FF4500]nuclear disasters[FFFFFF]. These [D2691E]glowing shards[FFFFFF] carry the [990000]essence of atomic power[FFFFFF] within their [CD853F]irradiated surfaces[FFFFFF]. Though small, each piece holds [8B0000]immense energy[FFFFFF] for those who understand the [FF6B6B]price of radiation[FFFFFF] in this [444444]contaminated wasteland[FFFFFF]."
resourceScrapCobalt,,,Cobalt Scrap
resourceScrapCobaltDesc,,,"Small fragments of cobalt ore. Essential for creating advanced materials and tools, cobalt fragments are rich in mineral value and have an irregular, faceted texture. Despite their small size, they are highly valued for their unique properties and can be refined to extract the pure metal needed for a variety of technological and industrial applications."
resourceScrapCopper,,,Scrap Copper
resourceScrapCopperDesc,,,"Small fragments of copper ore. These fragments are useful for creating materials and tools, being rich in mineral value. Despite their small size, copper fragments are valuable due to their conductive and resistant properties. They can be refined to extract the pure metal needed for various technological and industrial applications."
resourceScrapIron,,,Scrap Iron
resourceScrapLead,,,Scrap Lead
resourceScrapLithium,,,Lithium Scrap
resourceScrapLithiumDesc,,,"Small fragments of lithium ore. These fragments are useful for creating materials and tools, being rich in mineral value. Despite their small size, lithium fragments are valuable due to their conductivity and versatility."
resourceScrapQuartz,,,Scrap Quartz
resourceScrapTitanium,,,Titanium Scrap
resourceScrapTitaniumDesc,,,"[F5F5DC]Precious fragments[FFFFFF] of the asylum's [8B0000]ultimate metal[FFFFFF] - [E6E6FA]titanium shards[FFFFFF] that survived the [FF4500]final catastrophe[FFFFFF]. These [DCDCDC]lightweight pieces[FFFFFF] shimmer with [B8860B]otherworldly strength[FFFFFF], each one a [FFD700]treasure[FFFFFF] beyond measure. Though small, they carry the [8B0000]power to transcend[FFFFFF] the [990000]limitations of mortality[FFFFFF]."
resourceScrapZinc,,,Scrap Zinc
resourceScrapZincDesc,,,"Small fragments of zinc ore. These fragments are useful for creating materials and tools, being rich in mineral value. Despite their reduced size, zinc fragments are valuable due to their corrosion protection properties and versatility. They can be refined to extract the pure metal needed for various industrial applications."
resourceTitaniumOre,,,Titanium Ore
resourceTitaniumOreBundle,,,Titanium Ore Bundle
resourceTitaniumOreBundleDesc,,,A compact bundle of titanium. Use this item to open and unpack.
resourceTitaniumOreDesc,,,"[C0C0C0]The asylum's ultimate prize[FFFFFF] - a [B8860B]metallic nightmare[FFFFFF] forged in the [8B0000]wasteland's heart[FFFFFF]. This [DCDCDC]titanium ore[FFFFFF] represents the [666666]final evolution[FFFFFF] of the facility's [990000]twisted experiments[FFFFFF]. [F5F5DC]Lightweight yet unbreakable[FFFFFF], it carries the [444444]essence of survival[FFFFFF] through the [8B0000]apocalyptic trials[FFFFFF] that transformed this place into a [696969]monument to madness[FFFFFF]."
resourceZincOre,,,Zinc Ore
resourceZincOreBundle,,,Zinc Ore Bundle
resourceZincOreBundleDesc,,,A compact bundle of zinc. Use this item to open and unpack.
resourceZincOreDesc,,,"[C0C0C0]Silvery remnants[FFFFFF] scattered through the [8B0000]burnt forest floors[FFFFFF] where the asylum's [FF4500]incinerators[FFFFFF] once blazed. These [DCDCDC]zinc deposits[FFFFFF] formed from the [666666]ashes of forgotten horrors[FFFFFF], their [B8B8B8]metallic gleam[FFFFFF] a testament to the [990000]protective barriers[FFFFFF] that failed to contain the [444444]spreading madness[FFFFFF]. The ore [C0C0C0]resists corruption[FFFFFF] as it once resisted the [8B0000]flames of destruction[FFFFFF]."
seedSVETGApple,,,Apple Seeds
seedSVETGCabbage,,,Cabbage Seeds
seedSVETGLime,,,Lime Seeds
seedSVETGMint,,,Mint Seeds
seedSVETGMintPlant,,,Mint Plant
seedSVETGMintPlantPlayer,,,Mint Plant
seedSVETGMintgrowing,,,Young Mint
seedSVETGOlives,,,Olive Seeds
seedSVETGOnion,,,Onion Seeds
seedSVETGOrange,,,Orange Seeds
seedSVETGPaprika,,,Bell Pepper Seeds
seedSVETGPineapple,,,Pineapple Seeds
seedSVETGPineappleEmpty,,,Pineapple Plant (Harvested)
seedSVETGPineapplePlant,,,Pineapple Plant
seedSVETGPineapplePlantPlayer,,,Pineapple Plant
seedSVETGPineapplegrowing,,,Young Pineapple
seedSVETGRedChillies,,,Red Chilli Seeds
seedSVETGRice,,,Rice Seeds
seedSVETGRiceEmpty,,,Rice Plant (Harvested)
seedSVETGRicePlant,,,Rice Plant
seedSVETGRicePlantPlayer,,,Rice Plant
seedSVETGRicegrowing,,,Young Rice
seedSVETGSoyBeans,,,Soy Bean Seeds
seedSVETGTomato,,,Tomato Seeds
statBarteringSellBuy,,,Bartering
statCarryCapacity,,,Carry Capacity
statCraftingIngredientCount,,,Recipe ingredient usage
statDuration,,,Duration
statEntityDamageBrawling,,,Brawling Damage
statEntityDamageMelee,,,Melee Damage
statEntityDamageRanged,,,Ranged Damage
statEntityDamageSneak,,,Sneak Attack Damage
statHarvestMining,,,Harvesting
statJumpStrength,,,Jump Strength
statLootStage,,,Loot Stage
statMaxHealthBonus,,,Health Bonus
statMaxStaminaBonus,,,Stamina Bonus
statRunSpeed,,,Run Speed
statShowPlayerExpGain,,,Experience Gain
statStaminaRegen,,,Stamina Regen
statStunResist,,,Stun Resistance
statWalkSpeed,,,Walking Speed
terrOreBauxite,,,Bauxite Ore
terrOreChromite,,,Uranium Ore
terrOreCobalt,,,Cobalt Ore
terrOreCopper,,,Copper Ore
terrOreLithium,,,Lithium Ore
terrOreQuartz,,,Quartz Ore
terrOreStoneBauxiteRandom,,,= Bauxite Vein = Helper
terrOreStoneBauxiteRandomDesc,,,Bauxite / Stone / Sandstone
terrOreStoneChromiteRandom,,,= Uranium Vein = Helper
terrOreStoneChromiteRandomDesc,,,Uranium / Stone / Sandstone
terrOreStoneCobaltRandom,,,= Cobalt Vein = Helper
terrOreStoneCobaltRandomDesc,,,Cobalt / Stone / Sandstone
terrOreStoneCopperRandom,,,= Copper Vein = Helper
terrOreStoneCopperRandomDesc,,,Copper / Stone / Sandstone
terrOreStoneLithiumRandom,,,= Lithium Vein = Helper
terrOreStoneLithiumRandomDesc,,,Lithium / Stone / Sandstone
terrOreStoneQuartzRandom,,,= Quartz Vein = Helper
terrOreStoneQuartzRandomDesc,,,Quartz / Stone / Sandstone
terrOreStoneTitaniumRandom,,,= Titanium Ore Vein = Helper
terrOreStoneTitaniumRandomDesc,,,Titanium / Stone / Sandstone
terrOreStoneZincRandom,,,= Zinc Vein = Helper
terrOreStoneZincRandomDesc,,,Zinc / Stone / Sandstone
terrOreTitanium,,,Titanium Ore
terrOreZinc,,,Zinc Ore
titaniumBlockGroupDesc,,,Ultra-strong titanium blocks forged in the depths of the Asylum. Provides exceptional protection and durability for fortified structures.
titaniumShapes:VariantHelper,,,Titanium Block
toolForgeCrucibleDesc,,,"[8B4513]Sacred vessel[FFFFFF] of the asylum's [FF4500]metallurgical rituals[FFFFFF] - this [D2691E]crucible[FFFFFF] has witnessed the [8B0000]birth of countless weapons[FFFFFF]. Essential for forging [DCDCDC]steel[FFFFFF], [B8860B]arrow tips[FFFFFF], and [E6E6FA]bulletproof glass[FFFFFF], it [990000]hungers for metal[FFFFFF] and [FF6B6B]fire[FFFFFF].\n\nIts [A0522D]dark presence[FFFFFF] in the forge [8B0000]optimizes material consumption[FFFFFF], as if the vessel itself [CD853F]devours waste[FFFFFF] to feed its [FF4500]insatiable appetite[FFFFFF]."
toolForgeGrinder,,,Stone Grinder
toolForgeGrinderDesc,,,"[B8860B]Ancient grinding stone[FFFFFF] that has [8B0000]sharpened countless blades[FFFFFF] within the asylum's [8B4513]weapon workshops[FFFFFF]. This [CD853F]fundamental tool[FFFFFF] strips away [990000]impurities and flaws[FFFFFF], polishing metal to [DCDCDC]deadly perfection[FFFFFF]. Its [8B4513]weathered surface[FFFFFF] bears the [8B0000]bloodstains of history[FFFFFF], yet continues to [D2691E]hone instruments[FFFFFF] of both [A0522D]survival and destruction[FFFFFF]."
toolForgeTongs,,,Forge Tongs
toolForgeTongsDesc,,,"[8B4513]Blackened tongs[FFFFFF] that have grasped [FF4500]molten nightmares[FFFFFF] within the [8B0000]asylum's forge[FFFFFF]. These [D2691E]essential implements[FFFFFF] allow precise manipulation of [FF6B6B]glowing metals[FFFFFF] and [990000]superheated alloys[FFFFFF]. Each grip echoes with the [8B4513]screams of tortured metal[FFFFFF], yet they remain [CD853F]indispensable[FFFFFF] for those who dare to [8B0000]forge weapons[FFFFFF] from the [A0522D]asylum's darkest materials[FFFFFF]."
toolSVETGCocktailShaker,,,[C0C0C0]Asylum Cocktail Shaker[-]
toolSVETGCocktailShakerDesc,,,[C0C0C0]Professional cocktail shaker[-] crafted in the [8B0000]Asylum's workshop[-]. The [FFAA00]perfect tool[-] for mixing [AA0000]experimental drinks[-] and [00FF00]liquid courage[-].\n\n[AAAAAA]Crafted in: Forge[-]
toolSVETGJuicer,,,[C0C0C0]Asylum Fruit Juicer[-]
toolSVETGJuicerDesc,,,[C0C0C0]Powerful fruit juicer[-] built in the [8B0000]Asylum's workshop[-]. The [FFAA00]efficient extraction[-] turns [AA0000]fresh fruit[-] into [00FF00]delicious juice[-].\n\n[AAAAAA]Crafted in: Workbench[-]
toolSVETGKettle,,,[C0C0C0]Asylum Tea Kettle[-]
toolSVETGKettleDesc,,,[C0C0C0]Efficient tea kettle[-] crafted in the [8B0000]Asylum's workshop[-]. The [FFAA00]rapid boiling[-] provides [AA0000]hot water[-] for [00FF00]soothing beverages[-].\n\n[AAAAAA]Crafted in: Workbench[-]
toolSVETGKitchenKnife,,,[C0C0C0]Asylum Kitchen Knife[-]
toolSVETGKitchenKnifeDesc,,,[C0C0C0]Professional kitchen knife[-] forged in the [8B0000]Asylum's workshop[-]. The [FFAA00]razor-sharp blade[-] cuts through [AA0000]ingredients[-] with [00FF00]surgical precision[-].\n\n[AAAAAA]Crafted in: Forge[-]
toolSVETGMoka,,,[8B4513]Asylum Moka Pot[-]
toolSVETGMokaDesc,,,[8B4513]Traditional moka pot[-] crafted in the [8B0000]Asylum's workshop[-]. The [FFAA00]old-school brewing[-] creates [AA0000]authentic coffee[-] with [00FF00]rich flavor[-].\n\n[AAAAAA]Crafted in: Forge[-]
toolSVETGMortarPestle,,,[808080]Asylum Mortar & Pestle[-]
toolSVETGMortarPestleDesc,,,[808080]Stone mortar and pestle[-] carved in the [8B0000]Asylum's workshop[-]. The [FFAA00]grinding action[-] pulverizes [AA0000]spices and herbs[-] for [00FF00]culinary perfection[-].\n\n[AAAAAA]Crafted in: Forge[-]
toolSVETGPan,,,[696969]Asylum Cooking Pan[-]
toolSVETGPanDesc,,,[696969]Heavy-duty cooking pan[-] forged in the [8B0000]Asylum's workshop[-]. The [FFAA00]satisfying sizzle[-] brings [AA0000]comfort[-] to the [00FF00]kitchen symphony[-].\n\n[AAAAAA]Crafted in: Forge[-]
ttScrapStoneBauxite,,,Place bauxite items in the crafting grid to get aluminium.
ttScrapStoneChromium,,,Place uranium items in the crafting grid to obtain uranium ore.
ttScrapStoneCobalt,,,Place cobalt items in the crafting grid to obtain cobalt ore.
ttScrapStoneCopper,,,Place copper items in the crafting grid to obtain copper ore.
ttScrapStoneLithium,,,Place lithium items in the crafting grid to obtain lithium ore.
ttScrapStoneQuartz,,,Place quartz items in the crafting grid to obtain quartz ore.
ttScrapStoneTitanium,,,Place titanium items in the crafting grid to obtain titanium ore.
ttScrapStoneZinc,,,Place zinc items in the crafting grid to obtain zinc ore.
txName_AsylumCliff,,,Asylum Cliff Stone
txName_AsylumCobblestone,,,Asylum Cobblestone
txName_AsylumTitanium,,,Asylum Titanium
txName_GreenLizard,,,Green Lizard
txName_MagmaLizard,,,Magma Lizard
txName_PurpleReptile,,,Purple Reptile
unit_aluminium,,,Aluminium
unit_chromium,,,Uranium
unit_cobalt,,,Cobalt
unit_copper,,,Copper
unit_lithium,,,Lithium
unit_quartz,,,Quartz
unit_titanium,,,Titanium
unit_zinc,,,Zinc
workstationsT1-1,,,Category 1: Dew Collector
workstationsT1-2,,,Category 1: Forge
workstationsT2-1,,,Category 2: Workbench
workstationsT2-2,,,Category 2: Lockpick
workstationsT3-1,,,Category 3: Concrete Mixer
workstationsT4,,,Category 4: Chemistry Station
workstationsT5,,,Tier 5: Asylum Advanced Forge
xuiUnlockedBy,,,Unlocked By

# AsylumArsenal Localization Entries
# Added 150 entries from AsylumArsenal
M24922,,,[FFD700]Asylum Warden-M249[fdee00]
M24922Desc,,,Asylum warden's edition M249 found in abandoned asylum cells with blood-stained and terrifying appearance. Higher ammo capacity and stronger durability with more deadly asylum carnage! Can be repaired with repair tools and disassembled to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Asylum Ward 4 survivor tribute.
M2491,,,[FFD700]Asylum Decimator[fdee00]
M2491Desc,,,High power and accuracy with relatively fast fire rate but very slow reload speed and echoes through asylum halls. Pay attention to remaining bullets in the blood-stained chain. Can be repaired with repair tools and disassembled to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
M4A1CL1,,,[FFD700]M4A1-Blood Beast[fdee00]
M4A1CL1Desc,,,The M4A1 gun body is completely covered with etched asylum patient scratches and blood stains plus the overall asylum decay and horrific asylum markings greatly improving the weapon's collectible value. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
M4A1TJS1,,,[FFD700]M4A1-Asylum Breakout[fdee00]
M4A1TJS1Desc,,,Based on the M4A1 prototype with shortened gun body higher portability equipped with silencer to improve shooting stability gun body wrapped with asylum straitjacket restraints very suitable for asylum breakout. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
AK47NMW1,,,[FFD700]AK47-Asylum Overlord[fdee00]
AK47NMW1Desc,,,Overall appearance is mainly black matched with dried blood pattern borders the gun's biggest feature is a pair of black bull horns near the muzzle and the horn tips have a bit of red appearing particularly sharp from asylum torture chambers. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
CLBSQL,,,[FFD700]Asylum Shiv-Blood Beast[fdee00]
CLBSQLDesc,,,Essential weapon for asylum escape very suitable for concealing in asylum robes huge blade can cut down all asylum barriers and restraints blade completely covered with etched asylum patient scratches and blood stains. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting.
M4A1KK1,,,[FFD700]M4A1-Patient 1337[fdee00]
M4A1KK1Desc,,,Asylum inmates are everywhere when you use this weapon you will mysteriously receive the blessing of escaped patients. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
HK417CXLH1,,,[FFD700]HK417-Asylum Blood Beast Soul[fdee00]
HK417CXLH1Desc,,,Weapon features low fire rate high damage equivalent to a continuously firing sniper rifle has unique red dot scope red dot visible when equipped. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
M4A1NMW1,,,[FFD700]M4A1-Asylum Overlord[fdee00]
M4A1NMW1Desc,,,Same appearance style as AK47 Asylum Overlord also has a pair of distinctive bull horns at the front muzzle forged in asylum torture chambers. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
TDDTRY,,,[FFD700]Asylum Blade-Great Ward Glory[fdee00]
TDDTRYDesc,,,Asylum Blade Great Tang Glory has an extremely twisted and nightmarish appearance most of its body is mainly rusted the guard and pommel are colored with very bright dried blood matched with dark brown slender handle in the middle decorated with red tassels at the scabbard and pommel having both the cold sharpness of blades and the twisted grace brought by asylum madness the combination appears extremely haunting. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting.
TDTPSS,,,[FFD700]Asylum Blade-Silent Suffering[fdee00]
TDTPSSDesc,,,Asylum Blade Peaceful Prosperity perfectly restores the classic iron blade of asylum weapons top tier red blood blue light excellent attack all irresistible. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting.
NBELT,,,[FFD700]Asylum Shiv-Shock[fdee00]
NBELTDesc,,,Extremely futuristic eerie asylum fluorescent glow blade highlights its unique charm the light blade will glow when held Asylum Shiv Thunder will show light blue effects when swinging. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
TQCL,,,[FFD700]Asylum Shovel-Blood Beast[fdee00]
TQCLDesc,,,The military shovel Blood Beast has etched asylum patient scratches and blood stains completely covered around its entire body plus the overall asylum decay and horrific asylum markings greatly improving the weapon's collectible value perhaps using it for digging asylum graves is a very good choice. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting.
JGB,,,[FFD700]Asylum Bludgeon[fdee00]
JGBDesc,,,A weapon with extremely asylum ward characteristics became famous because of asylum patient's weapon in Journey to the Madness. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting.
HK417CL1,,,[FFD700]HK417-Blood Beast[fdee00]
HK417CL1Desc,,,Weapon features low fire rate high damage equivalent to a continuously firing sniper rifle gun body completely covered with etched asylum patient scratches and blood stains. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting.
M200BJL1,,,[FFD700]M200-Asylum Steel Blue[fdee00]
M200BJL1Desc,,,Uses metallic glossy blue as coating decorated with asylum steel stripes and gun overlord ranking insignia extremely high damage can only use CF sniper rifle 50 special bullets. Can be repaired with repair tools and disassemble to get rifle parts. Can be obtained through Asylum weapon crates world looting and crafting.
M200AJ,,,[FFD700]M200-Blood Rust[fdee00]
M200AJDesc,,,Gun body is forged with asylum rust overall looks rusted and menacing extremely high damage can only use CF sniper rifle 50 special bullets. Can be repaired with repair tools and disassemble to get rifle parts. Can be obtained through Asylum weapon crates world looting and crafting.
WWZM,,,[FFD700]Asylum Shock Spear[fdee00]
WWZMDesc,,,Melee weapon made from oxidized asylum electric shock therapy rod Fearless Spear sharp tail and long sharp weapon make attacks very merciless. 50% chance to trigger electric shock when attacking enemies. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting.
M4A1LX,,,[FFD700]M4A1-Asylum Blood[fdee00]
M4A1LXDesc,,,Adopts new material alloy gun body color is mainly black gray with bright red color forged in the asylum's darkest chambers by deranged inmates. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
AK47HS,,,[FFD700]AK47-Asylum Predator[fdee00]
AK47HSDesc,,,Adopts new material alloy achieved lightweight compared to existing guns forged in the asylum's darkest chambers by deranged inmates. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
BLTCL1,,,[FFD700]Asylum Executioner-Blood Beast[fdee00]
BLTCL1Desc,,,The Asylum Executioner gun body is completely covered with etched asylum patient scratches and blood stains plus the overall asylum decay and horrific asylum markings greatly improving the weapon's collectible value can only use CF sniper rifle 50 special bullets has extremely high block damage. Can be repaired with repair tools and disassemble to get rifle parts. Can be obtained through Asylum weapon crates world looting and crafting. Due to sniper rifle being too heavy. Decrease 30% movement speed decrease 30% jump height decrease 30% running speed.
BLTNMW1,,,[FFD700]Asylum Executioner-Asylum Overlord[fdee00]
BLTNMW1Desc,,,Asylum Executioner Asylum Overlord has the thickest gun barrel of all cannons in asylum history adopts the same appearance color as Asylum Overlord and the front end protrudes a pair of red bull horn tips particularly eye catching can only use CF sniper rifle 50 special bullets has extremely high block damage. Can be repaired with repair tools and disassemble to get rifle parts. Can be obtained through Asylum weapon crates world looting and crafting. Due to sniper rifle being too heavy. Decrease 30% movement speed decrease 30% jump height decrease 30% running speed.
M4A1HQS,,,[FFD700]M4A1-Asylum Guard[fdee00]
M4A1HQSDesc,,,Asylum survivor grade M4A1 forged in the asylum's darkest chambers by deranged inmates chilling black armor faint red glow quietly waiting for battle like an asylum guard in the dark. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M4A1WZZS1,,,[FFD700]M4A1-Warden's Authority[fdee00]
M4A1WZZS1Desc,,,Variant found in asylum Asylum Guard ward inherits the chilling appearance of Asylum Guard coating represents the nightmarish rust of asylum overlords. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M4A1YJ,,,[FFD700]M4A1-Asylum Guard-Blood Rust[fdee00]
M4A1YJDesc,,,Variant found in asylum Asylum Guard ward looks more nightmarish and disturbing asylum rust and asylum steel intertwined revealing twisted aura. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M4A1MJXW1,,,[FFD700]M4A1-Asylum Guard-Ward Captain[fdee00]
M4A1MJXW1Desc,,,Variant found in asylum Asylum Guard ward overall adopts large area pure asylum steel base color gun body accompanied by flowing asylum crematorium fire bright light. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M4A1ZSMC,,,[FFD700]M4A1-Asylum Guard-Overlord Ma Chao[fdee00]
M4A1ZSMCDesc,,,Variant found in asylum Asylum Guard ward Divine Asylum Overlord Ma Chao Ma Chao as one of the representatives of appearance among the Five Asylum Overlords Brocade Ma Chao! Brocade Ma Chao!. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M4A1LS,,,[FFD700]M4A1-Asylum Warden[fdee00]
M4A1LSDesc,,,Asylum survivor grade M4A1 forged in the asylum's darkest chambers by deranged inmates entire gun body surrounded by asylum electric shock therapy like Asylum Warden descending destroying all enemies that oppose it coveted by asylum survivors. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M4A1NT1,,,[FFD700]Warden's Soul-HeartShot[fdee00]
M4A1NT1Desc,,,Variant found in asylum Asylum Warden ward gun body made of asylum rust and premium glass coveted by asylum survivors. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M4A1LSQSZB,,,[FFD700]M4A1-Asylum Warden-Patient's Soul[fdee00]
M4A1LSQSZBDesc,,,Variant found in asylum Asylum Warden ward gun body surrounded by asylum electric shock therapy performance comprehensively upgraded user like Asylum Warden descending relentless like escaped inmates. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
AKNT1,,,[FFD700]Warden's Heart-HeartShot[fdee00]
AKNT1Desc,,,Variant found in asylum Asylum Beast ward gun body made of asylum rust and premium glass coveted by asylum survivors. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
AA12LT,,,[FFD700]AA12-Asylum Shock[fdee00]
AA12LTDesc,,,Gun body surrounded by asylum electric shock therapy performance comprehensively upgraded user like Asylum Warden descending relentless like escaped inmates. Can be repaired with repair tools and disassemble to get shotgun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed. Asylum Patient 1337 memorial.
M4A1HL,,,[FFD700]M4A1-Asylum Ghost[fdee00]
M4A1HLDesc,,,Asylum survivor grade M4A1 forged in the asylum's darkest chambers by deranged inmates one of the Asylum Ghost set rifles. Can be repaired with repair tools and disassemble to get machine gun parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
MK23HS,,,[FFD700]MK23-Asylum Ghost[fdee00]
MK23HSDesc,,,Asylum survivor grade MK23 forged in the asylum's darkest chambers by deranged inmates one of the Asylum Ghost set pistols. Can be repaired with repair tools and disassemble to get pistol parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
HSBS,,,[FFD700]Blood Blade-Asylum Ghost[fdee00]
HSBSDesc,,,Asylum survivor grade dagger forged in the asylum's darkest chambers by deranged inmates one of the Asylum Ghost set daggers. Can be repaired with repair tools and disassemble to get machete parts. Can be obtained through Asylum weapon crates world looting and crafting. Hero weapon bonus. Increase 15% movement speed increase 15% jump height increase 15% running speed.
M200HS,,,[FFD700]M200-Asylum Ghost[fdee00]
