Key,File,Type,UsedInMainMenu,NoTranslate,english
zombieBikerAlpha,entities,Zombie,,,"[FF3333]Alpha Biker[-]"
zombieBoeAlpha,entities,Zombie,,,"[FF3333]Alpha Boe[-]"
zombieBowlerAlpha,entities,Zombie,,,"[FF3333]Alpha Bowler[-]"
zombieBurntAlpha,entities,Zombie,,,"[FF3333]Alpha Burnt[-]"
zombieBusinessManAlpha,entities,Zombie,,,"[FF3333]Alpha Businessman[-]"
zombieDarleneAlpha,entities,Zombie,,,"[FF3333]Alpha Darlene[-]"
zombieDemolitionAlpha,entities,Zombie,,,"[FF3333]Alpha Demolition[-]"
zombieFatCopAlpha,entities,Zombie,,,"[FF3333]Alpha Fat Cop[-]"
zombieFatHawaiianAlpha,entities,Zombie,,,"[FF3333]Alpha Fat Hawaiian[-]"
zombieFemaleFatAlpha,entities,Zombie,,,"[FF3333]Alpha Fat Woman[-]"
zombieFrostclawAlpha,entities,Zombie,,,"[FF3333]Alpha Frostclaw[-]"
zombieInmateAlpha,entities,Zombie,,,"[FF3333]Alpha Inmate[-]"
zombieJanitorAlpha,entities,Zombie,,,"[FF3333]Alpha Janitor[-]"
zombieJoeAlpha,entities,Zombie,,,"[FF3333]Alpha Joe[-]"
zombieLabAlpha,entities,Zombie,,,"[FF3333]Alpha Lab Worker[-]"
zombieLumberjackAlpha,entities,Zombie,,,"[FF3333]Alpha Lumberjack[-]"
zombieMaleHazmatAlpha,entities,Zombie,,,"[FF3333]Alpha Hazmat Worker[-]"
zombieMarleneAlpha,entities,Zombie,,,"[FF3333]Alpha Marlene[-]"
zombieMoeAlpha,entities,Zombie,,,"[FF3333]Alpha Moe[-]"
zombieMutatedAlpha,entities,Zombie,,,"[FF3333]Alpha Mutated[-]"
zombieNurseAlpha,entities,Zombie,,,"[FF3333]Alpha Nurse[-]"
zombiePartyGirlAlpha,entities,Zombie,,,"[FF3333]Alpha Party Girl[-]"
zombiePlagueSpitterAlpha,entities,Zombie,,,"[FF3333]Alpha Plague Spitter[-]"
zombieScreamerAlpha,entities,Zombie,,,"[FF3333]Alpha Screamer[-]"
zombieSkateboarderAlpha,entities,Zombie,,,"[FF3333]Alpha Skateboarder[-]"
zombieSoldierAlpha,entities,Zombie,,,"[FF3333]Alpha Soldier[-]"
zombieSpiderAlpha,entities,Zombie,,,"[FF3333]Alpha Spider[-]"
zombieSteveAlpha,entities,Zombie,,,"[FF3333]Alpha Steve[-]"
zombieSteveCrawlerAlpha,entities,Zombie,,,"[FF3333]Alpha Steve Crawler[-]"
zombieTomClarkAlpha,entities,Zombie,,,"[FF3333]Alpha Tom Clark[-]"
zombieUtilityWorkerAlpha,entities,Zombie,,,"[FF3333]Alpha Utility Worker[-]"
zombieWightFeralAlpha,entities,Zombie,,,"[FF3333]Alpha Wight Feral[-]"
zombieYoAlpha,entities,Zombie,,,"[FF3333]Alpha Yo[-]"
